sessionIndex,rep,H.period+t+i,UD.period.t+t.i+t.i,H.t+i+e,UD.t.i+i.e+i.e,H.i+e+five,UD.i.e+e.five+e.five,H.e+five+Shift.r,UD.e.five+five.Shift.r+five.Shift.r,H.five+Shift.r+o,UD.five.Shift.r+Shift.r.o+Shift.r.o,H.Shift.r+o+a,UD.Shift.r.o+o.a+o.a,H.o+a+n,UD.o.a+a.n+a.n,H.a+n+l,UD.a.n+n.l+n.l,H.n+l+Return
7,39,0.3166,0.1666,0.3164,0.0678,0.2858,0.1889,0.3145,0.24330000000000002,0.3079,0.12250000000000001,0.3359,-0.004899999999999999,0.2993,-0.0346,0.3518,0.09109999999999999,0.3275
7,40,0.3435,-0.016499999999999997,0.3349,0.006500000000000001,0.29009999999999997,0.1255,0.3167,0.1564,0.2908,0.10320000000000001,0.31930000000000003,0.1646,0.2512,0.35419999999999996,0.2559,0.515,0.2609
7,41,0.3172,0.1355,0.3245,0.2272,0.2801,0.3414,0.30019999999999997,0.2304,0.28859999999999997,0.0561,0.339,-0.0784,0.3295,-0.0692,0.3604,0.11099999999999999,0.38280000000000003
7,42,0.352,-0.0555,0.3396,0.0325,0.30260000000000004,0.1304,0.3216,0.1869,0.3108,0.0756,0.3325,-0.061099999999999995,0.3014,-0.06219999999999999,0.3399,0.1014,0.4121
7,43,0.344,0.007300000000000004,0.35409999999999997,-0.0143,0.3254,0.1985,0.3354,0.3948,0.3137,0.3137,0.3395,0.1315,0.3047,-0.029400000000000003,0.34450000000000003,0.1566,0.3377
7,44,0.3383,0.0242,0.3217,0.163,0.27759999999999996,0.3558,0.2921,0.3751,0.31589999999999996,0.17259999999999998,0.3893,-0.08059999999999999,0.36679999999999996,-0.0962,0.40149999999999997,0.0796,0.3553
7,45,0.33849999999999997,0.0104,0.3051,0.1263,0.2502,0.2221,0.27290000000000003,0.2908,0.3013,0.12369999999999999,0.3829,-0.07980000000000001,0.3613,-0.1017,0.39,0.12410000000000002,0.3187
7,46,0.3754,-0.03900000000000001,0.3522,0.07479999999999999,0.2917,0.1835,0.3003,0.2187,0.3282,0.03550000000000002,0.37470000000000003,-0.1115,0.37270000000000003,-0.091,0.3676,0.1847,0.37460000000000004
7,47,0.3745,-0.006000000000000002,0.3412,0.0957,0.2778,0.2155,0.27849999999999997,0.2652,0.27749999999999997,0.1049,0.38070000000000004,-0.0542,0.3665,-0.0717,0.4337,0.14650000000000002,0.36140000000000005
7,48,0.2965,0.5765,0.2828,0.6177,0.2593,1.0771000000000002,0.26589999999999997,1.3057,0.3018,1.6955000000000002,0.3274,1.19,0.31499999999999995,1.0586,0.2681,0.6943,0.22929999999999998
7,49,0.281,0.682,0.2657,0.706,0.23510000000000003,1.0049000000000001,0.2111,1.1518,0.2076,1.0966,0.2627,0.7408,0.273,0.616,0.267,0.6864,0.2338
7,50,0.2348,0.669,0.22,1.557,0.2086,1.7588,0.24450000000000002,1.9816999999999998,0.27990000000000004,1.1316,0.2915,0.8734000000000001,0.2582,0.6317,0.22600000000000003,0.6133,0.2123
8,1,0.363,0.1449,0.3114,0.2312,0.2822,0.292,0.2808,0.5982999999999999,0.2953,0.4668,0.2771,0.3338,0.2536,0.1341,0.2338,0.24680000000000002,0.21739999999999998
8,2,0.2547,0.0732,0.25839999999999996,0.15610000000000002,0.238,0.23420000000000002,0.257,0.273,0.251,0.18889999999999998,0.2862,0.0399,0.27849999999999997,0.0404,0.2945,0.1577,0.2841
8,3,0.2847,0.038900000000000004,0.2715,0.11549999999999999,0.26039999999999996,0.2374,0.2871,0.2628,0.2902,0.20329999999999998,0.3085,0.012699999999999998,0.28190000000000004,0.0229,0.2888,0.1348,0.2647
8,4,0.2697,0.077,0.2526,0.12029999999999999,0.2776,0.2514,0.2897,0.3174,0.2897,0.24409999999999998,0.30160000000000003,0.0558,0.2881,0.060000000000000005,0.2554,0.2358,0.2272
8,5,0.2657,0.06870000000000001,0.2541,0.1746,0.2569,0.3255,0.2677,0.3875,0.2799,0.2823,0.2895,0.0597,0.3032,0.0331,0.3026,0.1553,0.3046
8,6,0.3082,0.2512,0.2747,0.5065999999999999,0.2427,0.5022,0.2505,0.5183,0.2771,0.2565,0.3077,0.0858,0.2994,0.1567,0.3147,0.3003,0.3078
8,7,0.3328,0.041100000000000005,0.27959999999999996,0.1728,0.2248,0.2815,0.2528,0.3127,0.2881,0.1933,0.3408,0.009400000000000004,0.3184,0.028100000000000003,0.3063,0.15350000000000003,0.2813
8,8,0.3317,0.0495,0.3052,0.21,0.2429,0.3317,0.2551,0.3623,0.2742,0.19480000000000003,0.3321,0.026000000000000002,0.302,0.071,0.2914,0.19879999999999998,0.2958
8,9,0.345,0.0397,0.296,0.15239999999999998,0.2264,0.2888,0.2338,0.3712,0.2607,0.23070000000000002,0.329,0.03549999999999999,0.31710000000000005,0.009599999999999997,0.3427,0.15610000000000002,0.3224
8,10,0.3291,0.0926,0.2824,0.2185,0.2494,0.3093,0.2516,0.3426,0.2877,0.2037,0.31379999999999997,0.0413,0.3024,0.040999999999999995,0.2852,0.19090000000000001,0.296
8,11,0.3431,0.11699999999999999,0.36939999999999995,0.1129,0.3614,0.3611,0.364,0.3498,0.3187,0.3565,0.3055,0.039,0.2981,0.0487,0.3028,0.1859,0.3062
8,12,0.3363,0.029100000000000004,0.283,0.13419999999999999,0.26580000000000004,0.2798,0.2624,0.35419999999999996,0.3043,0.2248,0.3104,0.0542,0.3069,0.0437,0.30289999999999995,0.20940000000000003,0.28969999999999996
8,13,0.34909999999999997,0.0885,0.3125,0.23679999999999998,0.256,0.4159,0.2591,0.5156999999999999,0.2908,0.3298,0.3246,0.10959999999999999,0.3151,0.055499999999999994,0.32689999999999997,0.1822,0.32820000000000005
8,14,0.3041,0.0844,0.2651,0.0926,0.2221,0.35109999999999997,0.2172,0.35109999999999997,0.26339999999999997,0.3020999999999999,0.3063,-0.0026,0.2894,0.8474999999999999,0.2814,0.9356999999999999,0.2889
8,15,0.3537,0.1389,0.3042,0.1606,0.256,0.2737,0.2591,0.3234,0.3012,0.2652,0.3146,0.09140000000000001,0.30010000000000003,0.0853,0.25529999999999997,0.18689999999999998,0.244
8,16,0.3489,0.0334,0.2885,0.1638,0.2209,0.3183,0.2059,0.41780000000000006,0.2299,0.27940000000000004,0.27480000000000004,0.049199999999999994,0.2716,0.07390000000000001,0.2686,0.2143,0.26349999999999996
8,17,0.3153,0.0352,0.3277,0.0675,0.3008,0.1868,0.3134,0.2462,0.3079,0.1855,0.3175,-0.012399999999999998,0.2875,0.019000000000000003,0.26130000000000003,0.1486,0.24009999999999998
8,18,0.3233,0.0233,0.3026,0.1548,0.2791,0.26170000000000004,0.2807,0.31129999999999997,0.2771,0.1589,0.28659999999999997,0.012799999999999999,0.2694,-0.0081,0.2833,0.14100000000000001,0.2943
8,19,0.3399,0.027499999999999997,0.2827,0.0925,0.2613,0.24869999999999998,0.2349,0.3485,0.27540000000000003,0.26049999999999995,0.29309999999999997,0.0579,0.28700000000000003,0.0339,0.29200000000000004,0.173,0.2925
8,20,0.3166,0.038500000000000006,0.27490000000000003,0.1451,0.2772,0.2744,0.2727,0.36069999999999997,0.2862,0.2669,0.2362,0.0785,0.2399,0.07629999999999999,0.2541,0.14679999999999999,0.302
8,21,0.3409,-0.019300000000000005,0.31510000000000005,-0.009500000000000003,0.2924,0.12319999999999998,0.28500000000000003,0.19319999999999998,0.2986,0.1629,0.309,-0.0027999999999999935,0.2956,0.004800000000000006,0.2901,0.1215,0.2929
8,22,0.3161,0.0358,0.2737,0.052199999999999996,0.26339999999999997,0.849,0.2586,0.9287,0.2636,1.0190000000000001,0.2704,0.1856,0.2709,0.1666,0.2935,0.1912,0.2685
8,23,0.2898,0.1605,0.27059999999999995,0.1344,0.2616,0.2077,0.2811,0.2698,0.27549999999999997,0.20299999999999999,0.2872,0.0242,0.2682,0.0027999999999999995,0.3003,0.1173,0.3026
8,24,0.3135,0.031799999999999995,0.2863,0.0725,0.26170000000000004,0.28250000000000003,0.2674,0.3508,0.2893,0.31420000000000003,0.3231,0.027999999999999997,0.3063,-0.0158,0.3063,0.0866,0.2762
8,25,0.32989999999999997,-0.0687,0.303,-0.010799999999999997,0.2737,0.1027,0.2726,0.1925,0.2942,0.13,0.3399,-0.055,0.3348,0.18520000000000003,0.3377,0.2982,0.30500000000000005
8,26,0.301,0.0414,0.3224,0.1079,0.2591,0.18119999999999997,0.3063,0.23139999999999997,0.2948,0.1409,0.3471,0.0243,0.2888,0.0462,0.2792,0.1537,0.2488
8,27,0.2989,0.2474,0.3305,-0.005199999999999998,0.3339,0.1186,0.35,0.1634,0.3094,0.2218,0.27390000000000003,0.1318,0.2433,0.5608,0.2109,1.2217,0.2235
8,28,0.3143,0.048100000000000004,0.3381,0.05820000000000001,0.336,0.12580000000000002,0.3539,0.17490000000000003,0.32749999999999996,0.15680000000000002,0.3286,-0.007899999999999997,0.2812,-0.005499999999999998,0.2656,0.1183,0.2444
8,29,0.3256,0.0619,0.3191,0.0873,0.2885,0.2269,0.33330000000000004,0.2987,0.31510000000000005,0.20400000000000001,0.2911,0.0673,0.2523,-0.0011000000000000018,0.27659999999999996,0.1378,0.2753
8,30,0.3103,0.09199999999999998,0.3154,-0.003899999999999998,0.2587,0.1431,0.2972,0.2378,0.2887,0.18770000000000003,0.30269999999999997,0.054900000000000004,0.2757,0.11739999999999999,0.3369,0.30369999999999997,0.3345
8,31,0.3068,0.0451,0.2849,0.1573,0.27149999999999996,0.2815,0.31299999999999994,0.3187,0.2999,0.171,0.27380000000000004,0.050800000000000005,0.2534,0.003300000000000001,0.2852,0.14529999999999998,0.2899
8,32,0.3206,0.0268,0.2931,0.1174,0.2504,0.2163,0.3005,0.2535,0.3261,0.1971,0.3164,-0.018399999999999993,0.2729,0.025900000000000006,0.24050000000000002,0.10010000000000001,0.23199999999999998
8,33,0.30920000000000003,-0.024999999999999994,0.2757,-0.014499999999999992,0.2637,0.5815,0.2766,0.6742,0.2963,0.6613,0.28759999999999997,0.008300000000000002,0.2535,0.031400000000000004,0.2862,0.1399,0.2764
8,34,0.34299999999999997,0.4733,0.33089999999999997,0.5367,0.2618,1.2107999999999999,0.247,1.1736,0.25039999999999996,1.1494,0.287,0.45880000000000004,0.2875,0.10750000000000001,0.2429,0.3167,0.2682
8,35,0.3044,0.03889999999999999,0.2815,0.4304,0.2791,0.5473,0.31679999999999997,0.7612,0.3228,0.4627,0.3661,0.24720000000000003,0.316,0.5651999999999999,0.37029999999999996,0.6544,0.3347
8,36,0.3688,0.0361,0.3752,0.014300000000000004,0.3251,0.1317,0.3359,0.1658,0.3227,0.1508,0.3328,-0.0313,0.3125,-0.0308,0.3262,0.0885,0.3214
8,37,0.3451,0.002199999999999999,0.2998,0.040799999999999996,0.2666,0.18860000000000002,0.2808,0.23220000000000002,0.31710000000000005,0.184,0.321,0.0315,0.28780000000000006,0.13829999999999998,0.2767,0.2848,0.27140000000000003
8,38,0.32789999999999997,0.067,0.277,0.0658,0.2496,0.2358,0.2592,0.2571,0.2847,0.2434,0.2736,0.0959,0.259,0.0484,0.24029999999999999,0.1516,0.26239999999999997
8,39,0.3371,0.052099999999999994,0.28859999999999997,0.07830000000000001,0.25749999999999995,0.2464,0.2575,0.2599,0.28600000000000003,0.2349,0.3053,0.0608,0.28209999999999996,0.2535,0.2955,0.3931,0.2802
8,40,0.3039,0.0693,0.2464,0.1005,0.2359,0.21839999999999998,0.21660000000000001,0.3065,0.24109999999999998,0.2374,0.2699,0.0961,0.29,0.051300000000000005,0.3053,0.4441,0.33
8,41,0.3263,0.08860000000000001,0.2978,0.0919,0.2701,0.2222,0.25270000000000004,0.3412,0.272,0.2557,0.2676,0.1489,0.2552,0.042800000000000005,0.2601,0.2007,0.2645
8,42,0.3176,0.0731,0.267,0.11879999999999999,0.2541,0.2541,0.2697,0.2765,0.2958,0.24459999999999998,0.2515,0.1845,0.238,0.2074,0.2546,0.31479999999999997,0.3028
8,43,0.29600000000000004,0.1147,0.2445,0.1773,0.24559999999999998,0.23670000000000002,0.2445,1.0864,0.2698,1.0298,0.3196,0.8794,0.3262,0.0969,0.3154,0.23909999999999998,0.2896
8,44,0.3475,0.091,0.3045,0.2477,0.28049999999999997,0.3775,0.2588,0.4756,0.3049,0.3929,0.30829999999999996,0.43190000000000006,0.30169999999999997,0.4355,0.28800000000000003,0.4951,0.2925
8,45,0.3584,0.15109999999999998,0.30390000000000006,0.17809999999999998,0.31210000000000004,0.2834,0.2757,0.3673,0.3297,0.4552,0.364,0.3618,0.37220000000000003,0.36439999999999995,0.3611,0.36970000000000003,0.355
8,46,0.3231,0.0616,0.3216,0.16749999999999998,0.30519999999999997,0.2098,0.2818,0.3109,0.2662,0.226,0.2773,0.11810000000000001,0.27459999999999996,0.0906,0.2846,0.255,0.2712
8,47,0.373,0.4093,0.3414,0.3065,0.29259999999999997,0.5201,0.26990000000000003,0.7812,0.3062,0.7504,0.3397,0.5085999999999999,0.35159999999999997,0.18109999999999998,0.3487,0.2268,0.3321
8,48,0.3247,0.42000000000000004,0.2894,0.4067,0.26589999999999997,0.4928,0.28209999999999996,0.4496,0.3319,0.5462,0.35459999999999997,0.404,0.3208,0.37520000000000003,0.3121,0.31220000000000003,0.2929
8,49,0.357,0.026800000000000004,0.3096,0.0741,0.25260000000000005,0.17359999999999998,0.2744,0.2352,0.2831,0.1666,0.2974,0.026300000000000004,0.2813,-0.007299999999999999,0.3015,0.4295,0.2967
8,50,0.3066,-0.041,0.2829,0.07250000000000001,0.2006,0.4265,0.2214,0.7219,0.2567,0.6593,0.32630000000000003,0.26890000000000003,0.3166,0.1365,0.3079,0.2705,0.2749
1,1,0.41669999999999996,1.7127,0.5500999999999999,0.8811,0.5296,1.8460999999999999,0.3788,2.2843999999999998,0.3195,1.775,0.4147,0.8813,0.5043,0.6471,0.5491,0.817,0.46940000000000004
1,2,0.3614,0.5344,0.4226,0.6115,0.3709,1.2279,0.3297,1.3780000000000001,0.3231,1.2229999999999999,0.4286,0.6206999999999999,0.5005999999999999,0.5563,0.5233,0.4889,0.48160000000000003
1,3,0.42969999999999997,0.5166,0.4237,1.2621,0.36279999999999996,1.5796999999999999,0.37,1.5876000000000001,0.3272,1.0967,0.4561,0.8388,0.5032,0.767,0.5663,0.7629,0.45049999999999996
1,4,0.3957,0.4375,0.40700000000000003,0.8402000000000001,0.3329,2.1123,0.3308,2.2376,0.2915,1.7021,0.374,0.6307,0.3674,0.8464,0.4249,1.0271,0.3603
1,5,0.4153,0.36729999999999996,0.43089999999999995,0.9491,0.38199999999999995,1.5634000000000001,0.39359999999999995,1.5882,0.3102,1.1875,0.3711,0.7874,0.40800000000000003,0.8327,0.4637,0.7961,0.4171
1,6,0.4589,0.4911,0.5105999999999999,0.9466,0.5051,1.6109,0.4804,1.5869,0.46459999999999996,0.9509,0.5234,0.1597,0.5273,0.3967,0.5114,0.7639,0.42129999999999995
1,7,0.4215,0.6753,0.509,1.395,0.4497,2.716,0.44599999999999995,2.7047000000000003,0.44,1.6341999999999999,0.7172,0.019399999999999973,0.7301,0.38639999999999997,0.7005,0.6307,0.43910000000000005
1,8,0.4706,0.43799999999999994,0.5033000000000001,0.9873000000000001,0.39020000000000005,1.447,0.43279999999999996,1.4837,0.45970000000000005,1.3053,0.5556000000000001,0.8950000000000001,0.5283,0.9105000000000001,0.4729,0.6814,0.4194
1,9,0.4859,0.37929999999999997,0.5046,0.6947000000000001,0.42019999999999996,1.1027,0.42969999999999997,1.1496,0.46530000000000005,0.6824999999999999,0.5919,0.2035,0.5233,0.42079999999999995,0.4566,0.9227,0.316
1,10,0.44899999999999995,0.48729999999999996,0.4751,0.9716,0.4078,1.6360000000000001,0.4052,1.6478,0.4355,0.9169,1.0624,0.7583,0.9753,0.9181000000000001,0.9658,1.0674000000000001,0.3397
1,11,0.39270000000000005,0.7646999999999999,0.46259999999999996,0.9546,0.38109999999999994,1.6662,0.4226,1.5929,0.42569999999999997,1.0643,0.762,-0.0703,0.7187,1.7205,0.6330000000000001,2.5494,0.2991
1,12,0.3126,0.5084,0.33049999999999996,1.5924,0.315,2.333,0.4155,2.2786999999999997,0.47350000000000003,0.9755,0.5758000000000001,0.1853,0.5247,0.3232,0.48219999999999996,1.0009,0.3841
1,13,0.3582,0.5081,0.42200000000000004,0.5388,0.35350000000000004,1.1027,0.42100000000000004,1.0914,0.4316,0.8399,0.5822,0.2704,0.5058,0.41400000000000003,0.458,1.3998,0.33
1,14,0.3618,0.739,0.37360000000000004,1.3709,0.3197,1.9699,0.3508,1.8686,0.4244,1.0620999999999998,0.547,0.5656,0.5569999999999999,0.694,0.5037,1.2581,0.35209999999999997
1,15,0.37129999999999996,0.6444,0.41769999999999996,0.361,0.3528,0.9868999999999999,0.3522,1.3761,0.3667,1.194,0.5114,0.617,0.4547,0.37039999999999995,0.44620000000000004,0.7333000000000001,0.3215
1,16,0.3627,0.6049,0.3988,0.5216,0.3205,1.1705,0.324,1.2565,0.3548,0.9165,0.47630000000000006,0.32149999999999995,0.4378,0.8541,0.41859999999999997,0.9567,0.2976
1,17,0.31020000000000003,0.5345,0.3195,0.6285000000000001,0.26139999999999997,1.3142,0.2955,1.2862,0.34049999999999997,0.9935999999999999,0.4779,0.286,0.4465,0.32130000000000003,0.4173,0.4872,0.3029
1,18,0.3725,0.5208,0.391,0.3779,0.31579999999999997,0.892,0.3411,0.8989,0.38270000000000004,0.7360000000000001,0.7127,0.05860000000000001,0.6720999999999999,0.7637,0.6238999999999999,0.9191,0.3015
1,19,0.379,0.8289,0.42410000000000003,0.5834,0.3292,1.4539,0.39390000000000003,1.422,0.3905,1.2718,0.5126,0.3084,0.4485,0.5422,0.43420000000000003,1.0151,0.27649999999999997
1,20,0.3416,0.40759999999999996,0.35109999999999997,0.46940000000000004,0.27699999999999997,1.1303999999999998,0.2993,1.1913,0.3338,1.0205,0.48650000000000004,0.5455,0.49030000000000007,0.8042,0.4505,0.9021,0.33209999999999995
1,21,0.3443,0.5065000000000001,0.3835,0.405,0.3068,1.159,0.36450000000000005,1.1498,0.34820000000000007,1.06,0.5204,0.25930000000000003,0.5149,0.2791,0.5294,0.8256,0.398
1,22,0.39239999999999997,0.3142,0.3966,0.30269999999999997,0.33640000000000003,0.855,0.3627,0.9428,0.38330000000000003,0.8154999999999999,0.5408,0.2116,0.5149,0.23059999999999997,0.48769999999999997,0.3332,0.3276
1,23,0.37349999999999994,0.4457,0.38749999999999996,0.5315,0.2902,1.0697999999999999,0.3105,1.0756,0.3155,0.9264,0.4539,0.43290000000000006,0.35450000000000004,2.2116,0.32710000000000006,2.7508999999999997,0.1853
1,24,0.321,0.6131,0.3437,0.5844,0.2854,1.08,0.3291,1.1200999999999999,0.3869,0.8262,0.5399,0.3175,0.5233,0.4095,0.5187999999999999,0.6572,0.4014
1,25,0.36019999999999996,0.3839,0.4206,0.3215,0.36379999999999996,0.8248,0.3595,0.8894,0.3861,0.7338999999999999,0.5483,0.2452,0.49189999999999995,0.37570000000000003,0.4597,0.8760000000000001,0.3194
1,26,0.37249999999999994,0.5253,0.3358,0.5226999999999999,0.2535,1.0054,0.3163,0.8616,0.4242,0.8525,0.5724,0.4743,0.43520000000000003,0.6726,0.4022,0.7145999999999999,0.2662
1,27,0.3068,0.5821999999999999,0.3635,0.357,0.3219,1.1105,0.37260000000000004,1.1931,0.4071,1.0129000000000001,0.6734,0.10489999999999997,0.6533,0.9189,0.6108,1.3757000000000001,0.38589999999999997
1,28,0.28869999999999996,0.7177,0.3238,1.0419,0.2689,1.8049,0.2879,1.9143000000000001,0.30710000000000004,1.3445,0.4401,0.5559999999999999,0.40969999999999995,0.5433,0.38439999999999996,1.1757,0.25880000000000003
1,29,0.36119999999999997,0.872,0.368,0.9409000000000001,0.3318,1.5828,0.3671,1.0516999999999999,0.39009999999999995,1.2134,0.5409999999999999,0.5768,0.5501,0.7166,0.5535,0.7038,0.4095
1,30,0.3449,1.301,0.3987,0.9414,0.3306,2.1792,0.3121,2.6196,0.3416,2.0685000000000002,0.47450000000000003,1.0428,0.47819999999999996,0.7975,0.4434,1.0025,0.426
1,31,0.3452,0.5783,0.38270000000000004,0.5125,0.33030000000000004,1.3764,0.3502,1.9774,0.3584,1.8409,0.4338000000000001,1.1186,0.38650000000000007,0.6376,0.3754,1.1207,0.3147
1,32,0.36110000000000003,0.5105999999999999,0.3993,0.5565,0.322,1.049,0.3869,1.0759,0.4165,0.8524,0.5315,0.45520000000000005,0.47429999999999994,0.4459,0.4286,0.5201,0.3324
1,33,0.32130000000000003,0.36360000000000003,0.3514,0.4164,0.3184,0.9031,0.3124,1.1633,0.3425,1.0442,0.4445,0.6641,0.44389999999999996,0.6369,0.4204,0.7242999999999999,0.35
1,34,0.3601,1.4023999999999999,0.38039999999999996,1.4626,0.2955,2.0383999999999998,0.3735,1.2336,0.4143,0.9312,0.542,0.4016,0.48560000000000003,0.5009,0.45719999999999994,0.6568,0.367
1,35,0.36240000000000006,0.8016,0.3709,0.8913,0.32510000000000006,1.4239,0.3792,1.3021,0.4475,1.1179,0.5548,0.6502000000000001,0.454,0.5795,0.4123,0.698,0.3239
1,36,0.3567,1.714,0.38889999999999997,1.6926999999999999,0.3119,2.1768,0.38549999999999995,1.3166,0.3973,1.2624,0.5054,0.8522000000000001,0.4426,0.6702,0.42160000000000003,0.7652,0.3351
1,37,0.4125,0.6851,0.4254,0.7686999999999999,0.37529999999999997,1.3003,0.40149999999999997,1.1461000000000001,0.4474,0.9189,0.5611,0.4147,0.5347,0.6654,0.5437000000000001,0.8294999999999999,0.42290000000000005
1,38,0.3983,0.925,0.4608,0.9847000000000001,0.3917,1.9998,0.4389,1.4670999999999998,0.4031,1.3042,0.5996,0.1854,0.5416,0.5805,0.5236000000000001,0.8613999999999999,0.3099
1,39,0.3271,0.6496999999999999,0.35829999999999995,0.6843,0.29369999999999996,1.3742,0.37570000000000003,1.7930000000000001,0.4421,1.4601,0.5615,0.8278,0.47819999999999996,0.42800000000000005,0.43520000000000003,0.6234999999999999,0.3255
1,40,0.3529,0.5405,0.40249999999999997,0.66,0.35640000000000005,1.3982,0.4149,1.3534,0.4384,0.8938999999999999,0.595,0.2088,0.5441999999999999,0.6273,0.5691999999999999,1.0453000000000001,0.41259999999999997
1,41,0.4152,1.1789999999999998,0.4146,1.2652999999999999,0.3545,1.9011,0.40800000000000003,1.2571,0.47,1.0613000000000001,0.6092,0.3145,0.5304,0.5508,0.4666,0.6618999999999999,0.3145
1,42,0.44980000000000003,1.7204,0.44000000000000006,1.6265,0.35219999999999996,2.0833,0.4165,0.9242999999999999,0.4184,0.7222,0.6755,0.12060000000000001,0.6117,0.4415,0.5777,0.7865,0.3464
1,43,0.33430000000000004,0.4254,0.3569,0.42679999999999996,0.29860000000000003,0.8925,0.372,0.9644999999999999,0.3971,0.8541000000000001,0.5572,0.4024,0.5015000000000001,0.6283,0.492,0.724,0.3651
1,44,0.2921,0.7045,0.318,1.0316,0.2589,2.1761999999999997,0.314,1.9684,0.3269,1.5314999999999999,0.4572,0.3585,0.4234,0.479,0.3883,0.5134,0.2453
1,45,0.39880000000000004,1.2808,0.4051,0.9476,0.3347,1.5128,0.3335,1.6048,0.36119999999999997,0.9149999999999999,0.5002,0.4543,0.45999999999999996,0.8916999999999999,0.39749999999999996,0.9922,0.2611
1,46,0.31120000000000003,0.5598000000000001,0.3489,0.5792,0.2746,1.127,0.3174,1.1539,0.3111,1.0316,0.6573,1.1357,0.6456,1.0901,0.6332,1.9564,0.28700000000000003
1,47,0.2994,0.47250000000000003,0.3429,0.40590000000000004,0.2944,0.915,0.402,0.8422000000000001,0.4627,0.6521,0.7928,0.7741,0.6910000000000001,1.0673,0.6314,1.2789000000000001,0.2723
1,48,0.3229,0.6614,0.3912,0.7229,0.3187,1.2269,0.3728,1.0836999999999999,0.3678,0.7734,0.5274,0.2438,0.46249999999999997,0.34550000000000003,0.4451,0.5059,0.3053
1,49,0.36140000000000005,0.4485,0.38439999999999996,0.5172,0.3256,1.1378,0.3211,1.1240999999999999,0.3103,1.0171000000000001,0.44589999999999996,0.66,0.47509999999999997,0.8276000000000001,0.4519,0.8543000000000001,0.3134
1,50,0.2975,0.8051,0.3289,0.8097000000000001,0.2796,1.6907999999999999,0.3292,1.5471,0.34740000000000004,1.3022,0.46900000000000003,0.38130000000000003,0.45,0.6579,0.43920000000000003,0.712,0.3029
2,1,0.3045,2.0039000000000002,0.3638,1.9744000000000002,0.3073,3.198,0.3429,3.4944,0.3097,2.9763,0.4366,2.2643000000000004,0.36769999999999997,1.0351000000000001,0.38039999999999996,1.0853000000000002,0.3208
2,2,0.3548,0.46430000000000005,0.3529,0.9048,0.3009,1.566,0.3386,2.2582999999999998,0.274,1.9707,0.3344,1.4835999999999998,0.2835,0.8567,0.34840000000000004,0.6867,0.3089
2,3,0.3307,0.3839,0.3255,0.7637,0.2654,1.2849,0.27680000000000005,1.8574000000000002,0.24619999999999997,1.6175000000000002,0.32030000000000003,1.1641000000000001,0.3234,0.7213,0.38349999999999995,0.6215,0.384
2,4,0.3556,1.6526,0.3643,1.7579,0.311,2.2287,0.31,1.8775,0.30710000000000004,2.0404999999999998,0.41969999999999996,1.4339,0.47029999999999994,1.3073,0.49610000000000004,0.4657,0.42200000000000004
2,5,0.36310000000000003,0.5337,0.333,0.6005,0.2973,1.1526,0.2923,1.517,0.3079,1.3251,0.40049999999999997,0.8986,0.3859,0.5413,0.36160000000000003,0.7829,0.2843
2,6,0.3806,0.3821,0.3305,0.6894,0.2665,1.219,0.2834,2.061,0.3055,2.0221,0.3899,1.685,0.3648,0.8517,0.3886,0.8443,0.3464
2,7,0.3387,0.905,0.3809,1.2154,0.306,1.7078000000000002,0.3686,1.6724999999999999,0.3235,0.9498000000000001,0.4556,0.5307999999999999,0.3862,0.45430000000000004,0.3801,0.5427,0.3174
2,8,0.3917,0.9958,0.40070000000000006,0.6121,0.353,1.2730000000000001,0.3179,1.7351999999999999,0.3298,1.3775,0.42,0.8563999999999999,0.3918,0.3166,0.3889,0.5964,0.2968
2,9,0.37370000000000003,0.6742,0.3898,1.2993000000000001,0.2968,1.7917,0.3227,1.8068000000000002,0.2968,1.242,0.4262,0.6321000000000001,0.3885,0.9213,0.41170000000000007,0.6933,0.345
2,10,0.3872,0.356,0.3877,0.3964,0.30629999999999996,0.8427,0.3414,1.2793999999999999,0.3649,1.1748,0.45,0.8612,0.3996,0.7596,0.4007,0.9061,0.349
2,11,0.2913,0.45589999999999997,0.3039,0.5243,0.2664,1.0912000000000002,0.28190000000000004,1.2808000000000002,0.2912,1.1432,0.3941,0.6367999999999999,0.37489999999999996,0.6003000000000001,0.382,0.6004,0.2947
2,12,0.3667,0.3765,0.367,0.976,0.3013,1.8951,0.3086,2.9387,0.3439,2.3436000000000003,0.46419999999999995,1.64,0.3843,0.5819,0.35850000000000004,0.5126,0.2604
2,13,0.3472,0.3398,0.3738,0.7224999999999999,0.2883,1.2597,0.321,1.3427999999999998,0.3471,1.0515,0.4521,0.5724,0.3967,0.5508000000000001,0.35109999999999997,0.4299,0.2733
2,14,0.33999999999999997,0.7545,0.38560000000000005,0.744,0.2778,1.4052,0.3432,1.4857,0.37829999999999997,0.9259,0.5017,0.38860000000000006,0.4592,0.3935,0.4048,0.5827,0.2946
2,15,0.3222,0.3172,0.352,0.8067,0.2586,1.377,0.267,1.5671,0.27670000000000006,1.0432000000000001,0.39039999999999997,0.7159,0.3819,0.6356999999999999,0.37429999999999997,0.8528,0.2865
2,16,0.2607,0.7893000000000001,0.3105,1.2323,0.24559999999999998,2.2626,0.2514,2.4231999999999996,0.2111,1.6673,0.3412,0.5743999999999999,0.3536,0.4428,0.38580000000000003,0.3936,0.266
